2022-05-02 14:52:59,312 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Data\Fulda\PersonalJavaProjects\SpringBootJMS_ActiveMQ\apache-activemq-5.17.1-bin\apache-activemq-5.17.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-05-02 14:52:59,602 | INFO  | PListStore:[C:\Data\Fulda\PersonalJavaProjects\SpringBootJMS_ActiveMQ\apache-activemq-5.17.1-bin\apache-activemq-5.17.1\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2022-05-02 14:52:59,743 | INFO  | Apache ActiveMQ 5.17.1 (localhost, ID:LAPTOP-E8EMJVSE-58739-1651495979617-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-05-02 14:52:59,759 | INFO  | Listening for connections at: tcp://LAPTOP-E8EMJVSE:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-05-02 14:52:59,759 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-02 14:52:59,759 | INFO  | Listening for connections at: amqp://LAPTOP-E8EMJVSE:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-05-02 14:52:59,759 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-02 14:52:59,759 | INFO  | Listening for connections at: stomp://LAPTOP-E8EMJVSE:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-05-02 14:52:59,774 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-02 14:52:59,774 | INFO  | Listening for connections at: mqtt://LAPTOP-E8EMJVSE:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-05-02 14:52:59,774 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-02 14:52:59,774 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-05-02 14:52:59,819 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-05-02 14:52:59,851 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@74352174{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2022-05-02 14:52:59,914 | INFO  | Listening for connections at ws://LAPTOP-E8EMJVSE:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2022-05-02 14:52:59,914 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-02 14:52:59,914 | INFO  | Apache ActiveMQ 5.17.1 (localhost, ID:LAPTOP-E8EMJVSE-58739-1651495979617-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-05-02 14:52:59,914 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-05-02 14:53:00,501 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-05-02 14:53:00,501 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
